rank,country,price_to_income_ratio,gross_rental_yield_city_centre,gross_rental_yield_outside_of_centre,price_to_rent_ratio_city_centre,price_to_rent_ratio_outside_of_city_centre,mortgage_as_percentage_of_income,affordability_index,Year
7,Philippines,24.3,2.8,3.2,35.8,31.0,229.7,0.4,2025
8,Thailand,23.8,3.1,3.1,32.7,32.0,199.0,0.5,2025
9,Taiwan,23.5,1.3,1.4,79.4,71.5,144.7,0.7,2025
10,South Korea,23.4,1.1,1.1,88.1,93.4,173.5,0.6,2025
11,Singapore,22.4,3.1,3.2,32.2,31.4,149.7,0.7,2025
12,Armenia,20.9,4.4,6.0,22.5,16.5,340.0,0.3,2025
13,Egypt,20.9,5.0,5.2,19.9,19.2,355.8,0.3,2025
14,El Salvador,19.3,6.0,8.6,16.5,11.7,209.4,0.5,2025
15,Mauritius,19.2,3.2,3.0,31.7,33.7,165.2,0.6,2025
16,Iran,18.7,5.9,6.6,16.9,15.0,432.6,0.2,2025
17,Colombia,17.4,5.1,5.5,19.7,18.1,239.6,0.4,2025
18,Peru,16.9,5.6,3.8,17.8,26.4,203.7,0.5,2025
19,Azerbaijan,16.8,4.9,5.0,20.4,19.9,180.6,0.6,2025
20,Algeria,16.5,2.8,3.0,35.2,33.4,143.1,0.7,2025
21,Albania,16.3,4.9,5.7,20.3,17.4,135.1,0.7,2025
22,Indonesia,16.3,6.7,6.5,14.9,15.4,180.8,0.6,2025
23,Venezuela,16.1,7.7,6.8,13.1,14.8,350.6,0.3,2025
24,Serbia,15.8,3.7,3.9,27.0,25.6,146.9,0.7,2025
25,Paraguay,15.6,5.7,5.4,17.4,18.4,179.5,0.6,2025
26,Russia,15.5,4.4,4.3,22.9,23.5,270.1,0.4,2025
27,Dominican Republic,15.2,6.4,5.0,15.5,19.9,216.4,0.5,2025
28,Argentina,15.2,4.8,4.6,20.8,21.9,996.2,0.1,2025
29,Uruguay,15.2,4.2,3.7,23.7,27.2,135.4,0.7,2025
30,Brazil,15.1,4.7,4.6,21.3,21.6,189.8,0.5,2025
31,Moldova,15.0,6.1,5.8,16.3,17.4,164.8,0.6,2025
32,Chile,15.0,4.6,3.9,21.7,25.8,119.5,0.8,2025
33,Portugal,14.6,5.7,5.8,17.5,17.2,114.1,0.9,2025
34,Kyrgyzstan,14.6,7.3,8.0,13.7,12.6,302.1,0.3,2025
35,Pakistan,14.3,4.4,4.1,22.7,24.1,277.4,0.4,2025
36,Lebanon,13.8,6.7,6.7,14.9,14.9,170.9,0.6,2025
37,Mongolia,13.7,8.5,9.0,11.7,11.1,117.9,0.8,2025
38,Czech Republic,13.6,3.3,3.7,29.9,27.4,111.8,0.9,2025
39,Uzbekistan,13.6,7.4,8.5,13.5,11.8,309.4,0.3,2025
40,Hungary,13.6,3.3,3.6,30.1,28.0,129.6,0.8,2025
41,Morocco,13.5,5.5,5.0,18.2,19.9,107.1,0.9,2025
42,Slovenia,13.4,3.6,3.6,27.8,27.6,95.6,1.0,2025
43,Israel,13.2,2.7,2.8,36.6,35.9,104.4,1.0,2025
44,Bosnia And Herzegovina,13.2,2.9,2.9,34.8,34.4,101.7,1.0,2025
45,Slovakia,13.2,3.6,3.8,28.0,26.5,98.3,1.0,2025
46,Greece,13.1,3.6,3.5,27.7,28.5,100.3,1.0,2025
47,Kosovo (Disputed Territory),13.1,3.7,4.3,26.8,23.5,97.0,1.0,2025
48,Ukraine,12.9,5.4,5.4,18.7,18.5,235.9,0.4,2025
49,Belarus,12.6,5.0,5.0,20.1,19.9,200.3,0.5,2025
50,Montenegro,12.6,5.3,5.2,18.8,19.2,105.2,1.0,2025
51,Bolivia,12.6,7.0,6.1,14.3,16.4,121.1,0.8,2025
52,North Macedonia,12.5,3.4,3.6,29.2,28.0,97.3,1.0,2025
53,Croatia,12.1,3.4,3.6,29.5,27.7,90.8,1.1,2025
54,Tunisia,12.0,5.0,5.9,19.9,17.0,152.2,0.7,2025
55,Georgia,12.0,8.1,8.3,12.4,12.0,158.7,0.6,2025
56,Austria,11.8,2.8,3.1,35.3,32.7,83.4,1.2,2025
57,India,11.7,2.7,3.2,37.0,31.0,126.1,0.8,2025
58,Mexico,11.6,7.3,7.4,13.7,13.5,148.4,0.7,2025
59,Bangladesh,11.5,3.2,3.1,31.7,32.2,134.4,0.7,2025
60,Japan,11.3,2.3,2.7,43.5,37.4,67.7,1.5,2025
61,Estonia,11.1,3.3,3.4,29.9,29.1,87.1,1.1,2025
62,Lithuania,11.1,3.8,3.8,26.6,26.3,83.1,1.2,2025
63,Ecuador,11.0,6.2,5.4,16.3,18.6,132.4,0.8,2025
64,Panama,11.0,10.0,10.4,10.0,9.6,96.6,1.0,2025
65,Poland,10.9,4.0,4.4,24.9,22.8,101.2,1.0,2025
66,Malta,10.8,5.8,5.8,17.3,17.1,83.3,1.2,2025
67,Switzerland,10.7,2.5,2.6,39.6,38.1,67.7,1.5,2025
68,Romania,10.4,4.1,4.2,24.1,23.9,95.5,1.0,2025
69,Costa Rica,9.9,6.9,8.7,14.5,11.5,118.8,0.8,2025
70,France,9.9,3.1,3.5,32.7,28.9,69.8,1.4,2025
71,Turkey,9.7,7.0,8.1,14.4,12.4,412.3,0.2,2025
72,Kazakhstan,9.7,8.2,7.8,12.2,12.9,179.2,0.6,2025
73,Luxembourg,9.6,3.5,3.8,28.4,26.1,64.9,1.5,2025
74,Canada,9.4,4.4,5.3,22.8,18.8,83.3,1.2,2025
75,Bulgaria,9.1,4.3,4.6,23.4,21.7,65.8,1.5,2025
76,Italy,9.0,4.4,5.2,23.0,19.1,68.1,1.5,2025
77,Malaysia,8.9,4.3,4.9,23.1,20.3,65.9,1.5,2025
78,United Kingdom,8.7,4.7,4.8,21.1,21.0,73.4,1.4,2025
79,Spain,8.6,5.1,6.2,19.6,16.1,60.2,1.7,2025
80,Latvia,8.6,3.9,4.2,26.0,23.6,64.0,1.6,2025
81,Germany,8.5,3.6,3.5,27.7,28.8,61.7,1.6,2025
82,Norway,8.5,3.5,4.1,28.8,24.6,64.6,1.5,2025
83,Australia,8.4,4.3,4.4,23.3,22.6,74.0,1.4,2025
84,Iraq,8.3,5.4,7.0,18.5,14.3,84.9,1.2,2025
85,United Arab Emirates,8.3,5.9,7.5,16.8,13.4,63.2,1.6,2025
86,Cyprus,8.2,6.5,7.1,15.4,14.0,62.0,1.6,2025
87,Sweden,8.2,3.2,3.8,31.7,26.5,62.5,1.6,2025
88,Finland,7.8,3.1,3.9,31.8,25.3,55.8,1.8,2025
89,Iceland,7.7,5.9,6.1,17.1,16.3,88.9,1.1,2025
90,New Zealand,7.6,4.6,4.6,21.9,21.7,68.8,1.5,2025
91,Jordan,7.5,6.2,6.3,16.2,15.8,73.2,1.4,2025
92,Netherlands,7.4,5.2,5.5,19.4,18.0,55.3,1.8,2025
93,Kuwait,7.1,3.3,5.3,30.6,19.0,59.6,1.7,2025
94,Ireland,6.8,7.7,8.0,12.9,12.5,51.6,1.9,2025
95,Belgium,6.6,4.7,5.1,21.4,19.6,46.6,2.1,2025
96,Palestine,6.5,7.6,7.5,13.1,13.3,61.4,1.6,2025
97,Qatar,6.2,6.8,6.0,14.8,16.7,51.0,2.0,2025
98,Denmark,6.1,4.6,4.9,21.9,20.5,45.3,2.2,2025
99,Puerto Rico,5.0,5.9,7.4,16.9,13.5,41.4,2.4,2025
100,Saudi Arabia,3.5,5.7,7.2,17.4,13.8,27.1,3.7,2025
101,United States,3.4,11.3,11.1,8.8,9.0,30.8,3.2,2025
102,South Africa,3.3,10.4,10.8,9.6,9.2,42.5,2.4,2025
103,Oman,2.8,7.8,7.6,12.9,13.1,22.1,4.5,2025
